Date,Light
11/04/2017 14:28,1.136
11/04/2017 14:33,1.136
11/04/2017 14:38,1.136
11/04/2017 14:43,1.136
11/04/2017 14:48,1.136
11/04/2017 14:53,1.136
11/04/2017 14:58,1.136
11/04/2017 15:03,1.136
11/04/2017 15:08,1.136
11/04/2017 15:13,1.136
11/04/2017 15:18,1.136
11/04/2017 15:23,1.136
11/04/2017 15:28,1.136
11/04/2017 15:33,1.136
11/04/2017 15:38,1.136
11/04/2017 15:43,1.136
11/04/2017 15:48,1.136
11/04/2017 15:53,1.136
11/04/2017 15:58,1.136
11/04/2017 16:03,1.136
11/04/2017 16:08,1.136
11/04/2017 16:13,1.136
11/04/2017 16:18,1.136
11/04/2017 16:23,1.136
11/04/2017 16:28,1.136
11/04/2017 16:33,1.136
11/04/2017 16:38,1.136
11/04/2017 16:43,1.136
11/04/2017 16:48,1.136
11/04/2017 16:53,1.136
11/04/2017 16:58,1.136
11/04/2017 17:03,1.136
11/04/2017 17:08,1.136
11/04/2017 17:13,1.136
11/04/2017 17:18,1.136
11/04/2017 17:23,1.136
11/04/2017 17:28,1.136
11/04/2017 17:33,1.136
11/04/2017 17:38,1.136
11/04/2017 17:43,1.136
11/04/2017 17:48,1.136
11/04/2017 17:53,1.136
11/04/2017 17:58,1.136
11/04/2017 18:03,1.136
11/04/2017 18:08,1.136
11/04/2017 18:13,1.136
11/04/2017 18:18,1.136
